,_id,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
0,643bbabc5337de167702de28,1,04/03/2020 06:00:00 AM,0.0,4.0,3.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,643bbabc5337de167702de29,2,04/04/2020 06:00:00 AM,0.0,6.0,4.0,6.0,1.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2,643bbabc5337de167702de2a,3,04/05/2020 06:00:00 AM,0.0,6.0,6.0,7.0,1.0,0.0,8.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3,643bbabc5337de167702de2b,4,04/06/2020 06:00:00 AM,0.0,8.0,11.0,8.0,1.0,0.0,10.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4,643bbabc5337de167702de2c,5,04/07/2020 06:00:00 AM,0.0,8.0,11.0,9.0,1.0,0.0,16.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5,643bbabc5337de167702de2d,6,04/08/2020 06:00:00 AM,0.0,11.0,13.0,10.0,2.0,0.0,18.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,26.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
6,643bbabc5337de167702de2e,7,04/09/2020 06:00:00 AM,0.0,12.0,16.0,13.0,1.0,0.0,18.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,29.0,35.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
7,643bbabc5337de167702de2f,8,04/10/2020 06:00:00 AM,0.0,16.0,21.0,17.0,1.0,0.0,19.0,1.0,4.0,0.0,9.0,0.0,0.0,5.0,0.0,34.0,42.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
8,643bbabc5337de167702de30,9,04/11/2020 06:00:00 AM,0.0,19.0,26.0,22.0,1.0,0.0,25.0,1.0,5.0,0.0,11.0,0.0,1.0,6.0,0.0,36.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
9,643bbabc5337de167702de31,10,04/12/2020 06:00:00 AM,0.0,27.0,30.0,24.0,1.0,0.0,25.0,1.0,9.0,0.0,12.0,0.0,0.0,6.0,0.0,42.0,55.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
10,643bbabc5337de167702de32,11,04/13/2020 06:00:00 AM,0.0,29.0,31.0,26.0,1.0,0.0,28.0,1.0,10.0,1.0,12.0,0.0,0.0,8.0,0.0,48.0,63.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
